,situacao-habitacional,distrito,concelho,area-util,tipo-casa,tipologia,ano_nascimento_interval,nacionalidade_pt,rendimento-anual,num-pessoas-nao-dependentes,num-pessoas-dependentes,situacao-profissional,educacao,satisfacao,percentagem-renda-paga,valor-mensal-renda,ano-inicio-arrendamento,rendimento-arrendamento,estrategia-arrendamento,insatisfacao-motivos,valor-compra,ano-compra,estado-conservacao,estrategia-compra,rendimento-liquido-anual-individual-na-compra,rendimento-liquido-anual-conjunto-na-compra,ano-heranca-aquisicao,rendimento-liquido-anual-individual-na-aquisicao,rendimento-heranca-conjunto,estado-conservacao-heranca
194,['arrendo'],lisboa,sintra,<20,['apartamento'],['T2'],"[1990, 1995)",portuguesa,7001-12000,0,1,"['empregado-tempo-inteiro', 'licenca']",ensino-profissional,['insatisfeito'],50,273.0,2017.0,<7001,['apoio-familiar-inicio'],"['vivo-longe', 'habitacao-mau-estado', 'pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
195,['arrendo'],porto,maia,41-60,['apartamento'],['T2'],"[1995, 2000)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],100,700.0,2022.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
196,['arrendo'],porto,porto,61-80,['apartamento'],['T2'],"[1995, 2000)",portuguesa,12001-20000,2,0,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],35,230.0,2021.0,7001-12000,['apoio-familiar-inicio'],['habitacao-mau-estado'],,,,,,,,,,
197,['outrem'],braga,barcelos,201-400,['moradia'],['T4+'],"[1990, 1995)",portuguesa,12001-20000,3,0,['empregado-tempo-inteiro'],licenciatura,['muito-insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
198,['outrem'],ilha da madeira,funchal,101-200,['moradia'],['T3'],"[1995, 2000)",portuguesa,12001-20000,1,3,['empregado-tempo-inteiro'],licenciatura,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
199,['arrendo'],lisboa,torres vedras,41-60,['apartamento'],['T2'],"[1975, 1980)",portuguesa,7001-12000,1,1,['empregado-tempo-inteiro'],secundario,['indiferente'],50,250.0,2023.0,7001-12000,['apoio-familiar-inicio'],['financeiramente-dependente'],,,,,,,,,,
200,['arrendo'],aveiro,aveiro,21-40,['apartamento'],['T1'],"[1980, 1985)",portuguesa,12001-20000,0,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],100,520.0,2020.0,7001-12000,['sem-ajuda'],"['pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
201,['outrem'],lisboa,oeiras,101-200,['apartamento'],['T2'],"[2000, 2005)",nao_portuguesa,>80001,0,1,"['empregado-tempo-inteiro', 'independente']",estudo-superior,['satisfeito'],,,,,,"['pago-demasiado', 'vivo-longe']",,,,,,,,,,
202,['arrendo'],lisboa,oeiras,41-60,['apartamento'],['T3'],"[1965, 1970)",portuguesa,7001-12000,0,2,['empregado-tempo-inteiro'],secundario,['insatisfeito'],100,986.0,2022.0,7001-12000,['outra'],['dificuldades-financeiras'],,,,,,,,,,
203,['comprei'],lisboa,lisboa,101-200,['apartamento'],['T3'],"[1975, 1980)",portuguesa,12001-20000,1,2,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],,,,,,['pago-demasiado'],320000.0,2014.0,execelente,"['emprestimo', 'apoio-familiar']",12001-20000,,,,,
204,['arrendo'],lisboa,cascais,101-200,['apartamento'],['T3'],"[1980, 1985)",nao_portuguesa,50001-80000,1,2,['independente'],mestrado,['satisfeito'],100,2500.0,2021.0,>80001,['sem-ajuda'],['financeiramente-dependente'],,,,,,,,,,
205,['comprei'],lisboa,sintra,101-200,['apartamento'],['T4+'],"[1960, 1965)",portuguesa,20001-35000,0,1,['independente'],mestrado,['satisfeito'],,,,,,['vivo-longe'],242500.0,2021.0,bom,['sem-ajuda'],20001-35000,,,,,
206,['comprei'],leiria,alcobaça,101-200,['moradia'],['T3'],"[1995, 2000)",portuguesa,7001-12000,0,1,['empregado-tempo-inteiro'],ensino-profissional,['muito-insatisfeito'],,,,,,"['pago-demasiado', 'dificuldades-financeiras', 'financeiramente-dependente']",250000.0,2021.0,mau,"['emprestimo', 'conjunto']",<7001,12001-20000,,,,
207,['comprei'],porto,porto,41-60,['moradia'],['T1'],"[1955, 1960)",portuguesa,12001-20000,2,0,['aposentado'],secundario,['muito-satisfeito'],,,,,,,75000.0,2021.0,mau,"['apoio-familiar', 'sem-ajuda']",12001-20000,,,,,
208,['arrendo'],faro,tavira,81-100,['apartamento'],['T3'],"[1955, 1960)",nao_portuguesa,35001-50000,2,0,['aposentado'],mestrado,['muito-satisfeito'],100,900.0,2022.0,35001-50000,['sem-ajuda'],['outro'],,,,,,,,,,
209,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1985, 1990)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],estudo-superior,['muito-insatisfeito'],50,600.0,2022.0,20001-35000,['apoio-familiar-inicio'],['pago-demasiado'],,,,,,,,,,
210,['arrendo'],porto,gondomar,21-40,['apartamento'],['T1'],"[1985, 1990)",nao_portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],100,500.0,2019.0,<7001,['apoio-familiar-inicio'],"['falta-espaco', 'habitacao-mau-estado', 'pago-demasiado']",,,,,,,,,,
211,['arrendo'],lisboa,torres vedras,201-400,['moradia'],['T3'],"[1995, 2000)",portuguesa,12001-20000,1,2,['independente'],licenciatura,['insatisfeito'],100,530.0,2016.0,7001-12000,['sem-ajuda'],['outro'],,,,,,,,,,
212,['arrendo'],lisboa,loures,61-80,['apartamento'],['T1'],"[1985, 1990)",nao_portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],100,840.0,2023.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
213,['arrendo'],lisboa,lisboa,41-60,['apartamento'],['T1'],"[1985, 1990)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],100,500.0,2023.0,20001-35000,['sem-ajuda'],,,,,,,,,,,
214,['outrem'],lisboa,oeiras,41-60,['apartamento'],['T1'],"[1985, 1990)",portuguesa,7001-12000,1,1,['empregado-tempo-inteiro'],secundario,['muito-insatisfeito'],,,,,,['dificuldades-financeiras'],,,,,,,,,,
215,['comprei'],coimbra,figueira da foz,61-80,['moradia'],['T3'],"[1980, 1985)",nao_portuguesa,50001-80000,1,1,['empregado-tempo-inteiro'],ensino-profissional,['muito-insatisfeito'],,,,,,['habitacao-mau-estado'],56000.0,2022.0,mau,"['emprestimo', 'trabalho-estrangeiro']",50001-80000,,,,,
216,['arrendo'],coimbra,coimbra,41-60,['moradia'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,1,['empregado-tempo-inteiro'],secundario,['insatisfeito'],100,400.0,2019.0,7001-12000,['sem-ajuda'],"['vivo-longe', 'falta-espaco', 'dificuldades-financeiras']",,,,,,,,,,
217,['outrem'],ilha da madeira,ribeira brava,61-80,['moradia'],['T3'],"[1995, 2000)",portuguesa,7001-12000,0,3,['independente'],licenciatura,['muito-insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
218,['comprei'],porto,porto,61-80,['apartamento'],['T2'],"[1985, 1990)",portuguesa,35001-50000,1,1,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,['falta-espaco'],180000.0,2021.0,execelente,['emprestimo'],50001-80000,,,,,
219,['arrendo'],porto,vila nova de gaia,41-60,['moradia'],['T1'],"[1955, 1960)",portuguesa,7001-12000,0,1,['aposentado'],basico,['muito-insatisfeito'],100,4810.0,2021.0,<7001,['sem-ajuda'],"['habitacao-mau-estado', 'pago-demasiado', 'financeiramente-dependente']",,,,,,,,,,
220,['comprei'],lisboa,loures,81-100,['apartamento'],['T3'],"[1985, 1990)",portuguesa,35001-50000,1,1,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],,,,,,"['falta-espaco', 'outro']",140000.0,2020.0,mau,"['apoio-familiar', 'sem-ajuda']",12001-20000,,,,,
221,['arrendo'],setúbal,almada,41-60,['apartamento'],['T2'],"[1980, 1985)",portuguesa,12001-20000,1,0,['desempregada'],licenciatura,['satisfeito'],100,383.0,2011.0,7001-12000,['apoio-familiar-inicio'],['financeiramente-dependente'],,,,,,,,,,
222,['outrem'],lisboa,cascais,21-40,['apartamento'],['T2'],"[1980, 1985)",portuguesa,35001-50000,0,3,['empregado-tempo-inteiro'],licenciatura,['insatisfeito'],,,,,,['pago-demasiado'],,,,,,,,,,
223,['arrendo'],faro,faro,41-60,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,0,['contrato-temporario'],doutoramento,['satisfeito'],35,300.0,2023.0,12001-20000,"['sem-ajuda', 'apoio-familiar-actualmente']","['pago-demasiado', 'falta-espaco', 'financeiramente-dependente']",,,,,,,,,,
224,['comprei'],setúbal,palmela,201-400,['moradia'],['T4+'],"[1965, 1970)",portuguesa,20001-35000,2,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,180000.0,2016.0,medio,['sem-ajuda'],12001-20000,,,,,
225,['outrem'],lisboa,sintra,61-80,['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,12001-20000,3,0,['empregado-tempo-inteiro'],ensino-profissional,['indiferente'],,,,,,['quero-independecia'],,,,,,,,,,
226,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,1,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],60,499.0,2019.0,12001-20000,['apoio-social'],"['vivo-zona-insegura', 'dificuldades-financeiras']",,,,,,,,,,
227,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T1'],"[1990, 1995)",portuguesa,>80001,0,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],100,1100.0,2020.0,50001-80000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
228,['arrendo'],setúbal,almada,21-40,['apartamento'],['T1'],"[1995, 2000)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],20,140.0,2023.0,12001-20000,['apoio-social'],['outro'],,,,,,,,,,
229,['arrendo'],lisboa,amadora,21-40,['apartamento'],['T1'],"[1990, 1995)",nao_portuguesa,7001-12000,0,2,['licenca'],mestrado,['muito-insatisfeito'],100,749.0,2022.0,7001-12000,['apoio-familiar-actualmente'],"['habitacao-mau-estado', 'pago-demasiado']",,,,,,,,,,
230,['arrendo'],viseu,mangualde,201-400,['apartamento'],['T4+'],"[1985, 1990)",portuguesa,12001-20000,1,2,"['empregado-tempo-inteiro', 'independente']",licenciatura,['muito-satisfeito'],100,550.0,2020.0,12001-20000,['apoio-familiar-actualmente'],,,,,,,,,,,
231,['outrem'],setúbal,sesimbra,61-80,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,"['falta-espaco', 'outro', 'vivo-longe']",,,,,,,,,,
232,['comprei'],lisboa,vila franca de xira,81-100,['apartamento'],['T2'],"[1985, 1990)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,196000.0,2021.0,medio,['emprestimo'],20001-35000,,,,,
233,['arrendo'],viana do castelo,viana do castelo,41-60,['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,7001-12000,2,0,['contrato-temporario'],licenciatura,['insatisfeito'],50,325.0,2023.0,7001-12000,['sem-ajuda'],['quero-independecia'],,,,,,,,,,
234,['arrendo'],lisboa,lisboa,81-100,['apartamento'],['T3'],"[1990, 1995)",portuguesa,<7001,3,0,['desempregada'],mestrado,['insatisfeito'],35,300.0,2019.0,12001-20000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
235,['arrendo'],aveiro,aveiro,<20,['apartamento'],['T3'],"[1985, 1990)",nao_portuguesa,7001-12000,2,0,['estudante-tempo-integral'],mestrado,['indiferente'],35,350.0,2022.0,7001-12000,['outra'],"['pago-demasiado', 'dificuldades-financeiras', 'partilho-casa-com-desconhecidos']",,,,,,,,,,
236,['arrendo'],lisboa,cascais,61-80,['apartamento'],['T2'],"[1975, 1980)",portuguesa,35001-50000,0,1,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],100,1000.0,2022.0,<7001,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
237,['arrendo'],aveiro,aveiro,101-200,['apartamento'],['T2'],"[1980, 1985)",nao_portuguesa,12001-20000,1,2,"['contrato-temporario', 'estudante-tempo-integral']",mestrado,['muito-satisfeito'],100,640.0,2020.0,7001-12000,['sem-ajuda'],,,,,,,,,,,
238,['outrem'],setúbal,almada,101-200,['apartamento'],['T3'],"[1995, 2000)",portuguesa,20001-35000,3,0,"['empregado-tempo-inteiro', 'estudante-tempo-integral']",mestrado,['indiferente'],,,,,,['quero-independecia'],,,,,,,,,,
239,['comprei'],lisboa,cascais,101-200,['apartamento'],['T3'],"[1975, 1980)",portuguesa,20001-35000,0,3,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,180000.0,2014.0,execelente,['apoio-familiar'],20001-35000,,,,,
240,['comprei'],aveiro,aveiro,101-200,['apartamento'],['T3'],"[1970, 1975)",portuguesa,>80001,2,2,['empregado-tempo-inteiro'],doutoramento,['muito-satisfeito'],,,,,,,130000.0,2010.0,raiz,"['apoio-familiar', 'sem-ajuda']",35001-50000,,,,,
241,['comprei'],lisboa,cascais,101-200,['apartamento'],['T3'],"[1940, 1945)",nao_portuguesa,20001-35000,2,0,['aposentado'],licenciatura,['muito-satisfeito'],,,,,,,860000.0,2014.0,raiz,['sem-ajuda'],35001-50000,,,,,
242,['arrendo'],lisboa,lisboa,41-60,['apartamento'],['T1'],"[1975, 1980)",nao_portuguesa,35001-50000,1,0,['empregado-tempo-inteiro'],estudo-superior,['muito-satisfeito'],50,250.0,2017.0,20001-35000,['sem-ajuda'],,,,,,,,,,,
243,['arrendo'],lisboa,lourinhã,81-100,['apartamento'],['T3'],"[1985, 1990)",nao_portuguesa,35001-50000,0,2,['independente'],mestrado,['satisfeito'],100,641.0,2022.0,20001-35000,['outra'],"['vivo-longe-de-transportes', 'outro']",,,,,,,,,,
244,['outrem'],setúbal,palmela,61-80,['apartamento'],['T3'],"[1990, 1995)",portuguesa,12001-20000,3,1,['empregado-tempo-inteiro'],licenciatura,['insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
245,['comprei'],setúbal,seixal,81-100,['apartamento'],['T3'],"[1980, 1985)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],,,,,,"['vivo-longe', 'pago-demasiado']",88500.0,2018.0,execelente,['emprestimo'],12001-20000,,,,,
246,['outrem'],lisboa,lisboa,41-60,['apartamento'],['T3'],"[1985, 1990)",nao_portuguesa,sem-rendimento,0,1,['outro'],mestrado,['muito-insatisfeito'],,,,,,"['pago-demasiado', 'dificuldades-financeiras', 'financeiramente-dependente', 'partilho-casa-com-desconhecidos']",,,,,,,,,,
247,['comprei'],lisboa,amadora,61-80,['apartamento'],['T3'],"[1975, 1980)",portuguesa,20001-35000,1,2,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],,,,,,"['pago-demasiado', 'falta-espaco']",195000.0,2022.0,recem-construido,['emprestimo'],20001-35000,,,,,
248,['comprei'],setúbal,palmela,101-200,['apartamento'],['T3'],"[1980, 1985)",portuguesa,35001-50000,1,0,['empregado-tempo-inteiro'],licenciatura,['satisfeito'],,,,,,['outro'],160.0,2009.0,raiz,['emprestimo'],20001-35000,,,,,
249,['comprei'],lisboa,vila franca de xira,101-200,['apartamento'],['T4+'],"[1970, 1975)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,212500.0,2007.0,raiz,"['emprestimo', 'outra']",7001-12000,,,,,
250,['outrem'],lisboa,loures,61-80,['apartamento'],['T3'],"[1980, 1985)",portuguesa,12001-20000,2,0,['independente'],doutoramento,['muito-insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
251,['outrem'],setúbal,setúbal,101-200,['moradia'],['T4+'],"[1995, 2000)",portuguesa,20001-35000,2,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,,,,,,,,,,
252,['outrem'],faro,loulé,41-60,['moradia'],['T2'],"[1985, 1990)",nao_portuguesa,35001-50000,0,2,['independente'],licenciatura,['muito-insatisfeito'],,,,,,['quero-independecia'],,,,,,,,,,
253,['comprei'],porto,maia,101-200,['apartamento'],['T3'],"[1995, 2000)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,"['vivo-longe', 'pago-demasiado']",230000.0,2024.0,bom,['emprestimo'],35001-50000,,,,,
254,['arrendo'],viseu,são pedro do sul,21-40,['apartamento'],['T0'],"[1990, 1995)",nao_portuguesa,7001-12000,0,0,['empregado-tempo-inteiro'],NA,['indiferente'],100,252.0,2022.0,7001-12000,['sem-ajuda'],"['falta-espaco', 'pago-demasiado']",,,,,,,,,,
255,['arrendo'],lisboa,sintra,81-100,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],100,850.0,2020.0,7001-12000,['sem-ajuda'],"['pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
256,['arrendo'],coimbra,coimbra,<20,['apartamento'],['T0'],"[1985, 1990)",nao_portuguesa,7001-12000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],100,480.0,2023.0,7001-12000,['sem-ajuda'],"['falta-espaco', 'pago-demasiado']",,,,,,,,,,
257,['arrendo'],lisboa,cascais,81-100,['apartamento'],['T3'],"[1980, 1985)",nao_portuguesa,>80001,0,2,['independente'],mestrado,['indiferente'],100,2000.0,2022.0,>80001,['sem-ajuda'],"['outro', 'pago-demasiado']",,,,,,,,,,
258,['outrem'],porto,vila nova de gaia,<20,['moradia'],['T1'],"[1970, 1975)",portuguesa,<7001,4,4,['desempregada'],basico,['muito-insatisfeito'],,,,,,['outro'],,,,,,,,,,
259,['arrendo'],setúbal,almada,61-80,['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,20001-35000,2,0,['contrato-temporario'],mestrado,['insatisfeito'],100,1100.0,2023.0,20001-35000,"['apoio-familiar-inicio', 'outra']","['vivo-longe', 'pago-demasiado', 'dificuldades-financeiras']",,,,,,,,,,
260,['outrem'],ilha da madeira,machico,201-400,['moradia'],['T4+'],"[1995, 2000)",portuguesa,20001-35000,3,0,['empregado-tempo-inteiro'],mestrado,['indiferente'],,,,,,['quero-independecia'],,,,,,,,,,
261,['outrem'],aveiro,arouca,201-400,['moradia'],['T3'],"[1995, 2000)",portuguesa,35001-50000,3,0,"['empregado-tempo-inteiro', 'independente']",secundario,['satisfeito'],,,,,,"['vivo-longe', 'vivo-longe-de-transportes', 'financeiramente-dependente', 'quero-independecia']",,,,,,,,,,
262,['comprei'],porto,porto,101-200,['moradia'],['T3'],"[1985, 1990)",nao_portuguesa,50001-80000,3,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['pago-demasiado'],209000.0,2018.0,medio,['emprestimo'],35001-50000,,,,,
263,['outrem'],lisboa,lisboa,81-100,['apartamento'],['T3'],"[2000, 2005)",portuguesa,12001-20000,3,0,['empregado-tempo-inteiro'],licenciatura,['insatisfeito'],,,,,,['outro'],,,,,,,,,,
264,['arrendo'],porto,porto,21-40,['apartamento'],['T1'],"[1990, 1995)",nao_portuguesa,35001-50000,1,0,['empregado-tempo-inteiro'],licenciatura,['muito-insatisfeito'],50,750.0,2020.0,20001-35000,['sem-ajuda'],"['falta-espaco', 'habitacao-mau-estado']",,,,,,,,,,
265,['arrendo'],aveiro,aveiro,21-40,['apartamento'],['T1'],"[1985, 1990)",nao_portuguesa,7001-12000,2,0,"['empregado-tempo-inteiro', 'estudante-tempo-integral']",doutoramento,['indiferente'],50,300.0,2014.0,<7001,['apoio-familiar-inicio'],['falta-espaco'],,,,,,,,,,
266,['comprei'],porto,vila nova de gaia,201-400,['moradia'],['T4+'],"[1980, 1985)",portuguesa,20001-35000,1,2,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,225000.0,2010.0,raiz,"['emprestimo', 'sem-ajuda', 'conjunto']",20001-35000,35001-50000,,,,
267,['outrem'],guarda,seia,61-80,['moradia'],['T3'],"[2000, 2005)",portuguesa,<7001,2,2,['estudante-tempo-integral'],licenciatura,['indiferente'],,,,,,"['financeiramente-dependente', 'quero-independecia']",,,,,,,,,,
268,['arrendo'],porto,matosinhos,61-80,['apartamento'],['T1'],"[1990, 1995)",nao_portuguesa,20001-35000,0,1,['empregado-tempo-inteiro'],mestrado,['satisfeito'],50,850.0,2024.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
269,['outrem'],lisboa,lisboa,201-400,['apartamento'],['T4+'],"[1995, 2000)",portuguesa,12001-20000,2,1,"['empregado-tempo-inteiro', 'estudante-tempo-integral']",mestrado,['indiferente'],,,,,,"['financeiramente-dependente', 'quero-independecia']",,,,,,,,,,
270,['outrem'],coimbra,condeixa-a-nova,101-200,['moradia'],['T4+'],"[1985, 1990)",portuguesa,7001-12000,3,0,['desempregada'],doutoramento,['indiferente'],,,,,,['quero-independecia'],,,,,,,,,,
271,['comprei'],setúbal,setúbal,201-400,['moradia'],['T4+'],"[1950, 1955)",nao_portuguesa,>80001,1,0,['aposentado'],mestrado,['satisfeito'],,,,,,['outro'],265000.0,2019.0,bom,['emprestimo'],>80001,,,,,
272,['arrendo'],viseu,viseu,101-200,['apartamento'],['T3'],"[1950, 1955)",nao_portuguesa,12001-20000,0,0,['independente'],ensino-profissional,['insatisfeito'],100,700.0,2022.0,12001-20000,['sem-ajuda'],['outro'],,,,,,,,,,
273,['comprei'],braga,vila nova de famalicão,81-100,['apartamento'],['T2'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,190000.0,2022.0,recem-construido,['emprestimo'],35001-50000,,,,,
274,['comprei'],lisboa,odivelas,81-100,['apartamento'],['T3'],"[1975, 1980)",portuguesa,12001-20000,0,2,['empregado-tempo-inteiro'],secundario,['muito-satisfeito'],,,,,,,100000.0,2006.0,raiz,['sem-ajuda'],12001-20000,,,,,
275,['herdei'],porto,póvoa de varzim,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],secundario,['muito-satisfeito'],,,,,,,,,,,,,2018.0,7001-12000,NA,raiz
276,['arrendo'],porto,matosinhos,21-40,['apartamento'],['T1'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],50,450.0,2022.0,12001-20000,['sem-ajuda'],['falta-espaco'],,,,,,,,,,
277,['comprei'],porto,maia,201-400,['moradia'],['T4+'],"[1960, 1965)",portuguesa,20001-35000,3,3,['empregado-tempo-inteiro'],licenciatura,['indiferente'],,,,,,['pago-demasiado'],250.0,2005.0,raiz,['emprestimo'],20001-35000,,,,,
278,['comprei'],setúbal,seixal,81-100,['apartamento'],['T3'],"[1980, 1985)",nao_portuguesa,20001-35000,0,3,['empregado-tempo-inteiro'],estudo-superior,['satisfeito'],,,,,,['outro'],136500.0,2020.0,execelente,['emprestimo'],20001-35000,,,,,
279,['arrendo'],setúbal,seixal,41-60,['apartamento'],['T2'],"[1985, 1990)",nao_portuguesa,7001-12000,2,2,"['independente', 'estudante-tempo-parcial']",secundario,['insatisfeito'],55,375.0,2023.0,7001-12000,['apoio-familiar-inicio'],"['falta-espaco', 'pago-demasiado', 'quero-independecia']",,,,,,,,,,
280,['outrem'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,12001-20000,1,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,,,,,,,,,,
281,['arrendo'],lisboa,lisboa,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],100,950.0,2023.0,20001-35000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
282,['comprei'],leiria,leiria,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['muito-satisfeito'],,,,,,,210000.0,2024.0,bom,"['emprestimo', 'conjunto', 'apoio-familiar', 'sem-ajuda']",20001-35000,35001-50000,,,,
283,['arrendo'],porto,póvoa de varzim,41-60,['apartamento'],['T1'],"[1995, 2000)",portuguesa,12001-20000,1,0,"['outro', 'estudante-tempo-integral', 'contrato-temporario']",mestrado,['satisfeito'],50,125.0,2024.0,12001-20000,['outra'],['falta-espaco'],,,,,,,,,,
284,['arrendo'],setúbal,seixal,21-40,['apartamento'],['T2'],"[1995, 2000)",nao_portuguesa,12001-20000,2,1,['empregado-tempo-inteiro'],secundario,['satisfeito'],100,635.0,2022.0,12001-20000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
285,['comprei'],porto,matosinhos,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,35001-50000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-satisfeito'],,,,,,,175000.0,2024.0,bom,['emprestimo'],35001-50000,,,,,
286,['herdei'],lisboa,loures,201-400,['moradia'],['T4+'],"[1965, 1970)",portuguesa,12001-20000,5,0,['empregado-tempo-inteiro'],secundario,['muito-satisfeito'],,,,,,,,,,,,,2000.0,35001-50000,>80001,raiz
287,['comprei'],porto,santo tirso,81-100,['apartamento'],['T2'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],,,,,,['outro'],125000.0,2021.0,bom,['emprestimo'],20001-35000,,,,,
288,['arrendo'],lisboa,oeiras,<20,['apartamento'],['T0'],"[2000, 2005)",nao_portuguesa,12001-20000,0,0,['empregado-tempo-inteiro'],mestrado,['insatisfeito'],100,689.0,2023.0,12001-20000,['sem-ajuda'],['pago-demasiado'],,,,,,,,,,
289,['comprei'],porto,trofa,101-200,['apartamento'],['T3'],"[1990, 1995)",portuguesa,20001-35000,0,0,['empregado-tempo-inteiro'],mestrado,['muito-insatisfeito'],,,,,,['pago-demasiado'],200000.0,2023.0,bom,['emprestimo'],20001-35000,,,,,
290,['herdei'],setúbal,almada,41-60,['apartamento'],['T2'],"[1985, 1990)",portuguesa,<7001,1,0,['desempregada'],secundario,['insatisfeito'],,,,,,"['habitacao-mau-estado', 'vivo-longe-de-transportes', 'vivo-longe', 'dificuldades-financeiras']",,,,,,,2024.0,<7001,<7001,medio
291,['arrendo'],lisboa,lisboa,81-100,['apartamento'],['T4+'],"[1980, 1985)",portuguesa,20001-35000,2,0,['independente'],licenciatura,['insatisfeito'],35,300.0,2017.0,20001-35000,['sem-ajuda'],"['habitacao-mau-estado', 'quero-independecia', 'outro']",,,,,,,,,,
292,['arrendo'],porto,matosinhos,41-60,['apartamento'],['T1'],"[1995, 2000)",portuguesa,12001-20000,0,0,['empregado-tempo-inteiro'],mestrado,['satisfeito'],100,500.0,2021.0,12001-20000,['apoio-social'],['pago-demasiado'],,,,,,,,,,
293,['arrendo'],porto,porto,61-80,['apartamento'],['T2'],"[1990, 1995)",portuguesa,20001-35000,1,0,['empregado-tempo-inteiro'],licenciatura,['insatisfeito'],70,320.0,2017.0,20001-35000,['sem-ajuda'],"['habitacao-mau-estado', 'falta-espaco']",,,,,,,,,,
